id,place,name,name:uk,name:ru,uwagi
node/1859414413,village,Rakołupy,Раколупи,,
node/1859447104,village,Rakołupy Duże,Раколупи Дуже,,
node/2133599022,village,Rakołupy Małe,Раколупи Мале,,
node/371950836,village,Ratyczów,Ратичув,,
node/692614021,village,Reczpol,Речполь,,
node/2118960775,village,Rejowiec-Kolonia,Рейовець-Колонія,,
node/371817237,village,Rogalin,Роґалін,,
node/371948839,village,Rogatka,Роґатка,,
node/371950491,village,Rogóźno,Роґузьно,,
node/31892988,village,Rogóźno-Kolonia,Роґузьно-Колонія,,
node/692614389,village,Rokietnica,Рокетніца,,
node/31888775,village,Rokitno,Рокітно,,
node/692615076,village,Rokszyce,Рокшице,,
node/1859515665,village,Romanówka,Романувка,,
node/2995322648,village,Romanówka,Романувка,,
node/692614189,village,Ropienka,Ропенка,,
node/692614240,village,Równia,Рувня,,
node/1859389769,village,Róża,Ружа,,
node/523349282,village,Rozbórz Długi,Розбуж Длуґі,,
node/692615106,village,Rozbórz Okrągły,Розбуж Окронґли,,
node/1859447107,village,Rożdżałów,Рожджалув,,
node/2078460860,village,Rożdżałów-Kolonia,Рожджалув-Колонія,,
node/31888758,village,Rozięcin,Розенчін,,
node/371978111,village,Rozkosz,Розкош,,
node/31888766,village,Rozkoszówka,Розкошувка,,
node/692614718,village,Roztoka,Розтока,,
node/841154038,village,Roztoka,Розтока,,
node/1933057316,village,Rożubowice,Рожубовіце,,
node/692614469,village,Roźwienica,Розвєніца,,
node/2688315518,village,Ruda,Руда,,
node/1859320665,village,Ruda Lubycka,Руда Любицка,,
node/31888748,village,Ruda Różaniecka,Руда Ружанецька,,
node/31888745,village,Ruda Szczutkowska,Руда Щутковська,,
node/1859389646,village,Ruda Wołoska,Руда Волоська,,
node/1859389754,village,Ruda Żelazna,Руда Желазна,,
node/1859320669,village,Ruda Żurawiecka,Руда Журавецька,,
node/1859320673,village,Ruda Żurawiecka-Osada,Руда Журавецька-Осада,,
node/1859515673,village,Ruda-Huta,Руда-Хута,,
node/31874902,village,Ruda-Kolonia,Руда-Колонія,,
node/368746558,village,Ruda-Opalin,Руда-Опалін,,
node/31941431,village,Rudawka,Рудавка,,
node/31874901,village,Rudka,Рудка,,
node/1859515676,village,Rudka,Рудка,,
node/3009747101,village,Rudka,Рудка,,
node/2078480408,village,Rudka-Kolonia,Рудка-Колонія,,
node/841155510,village,Rudno,Рудно,,
node/31866818,village,Rudolfin,Рудольфін,,
node/692614412,village,Rudołowice,Рудоловіце,,
node/2932810377,village,Rulikówka,Рулікувка,,
node/692615026,village,Ruszelczyce,Рушельчице,,
node/1859515686,village,Rybie,Риб'є,,
node/1859389766,village,Rybnica,Рибніца,,
node/692614815,village,Rybotycze,Риботиче,,
node/31888680,village,Ryszkowa Wola,Ришкова Вола,,
node/2959721257,village,Rzeczyca,Жечица,,
node/31888638,village,Rzeplin,Жеплін,,
node/523349276,village,Rzeplin,Жеплін,,
node/1859389772,village,Sabaudia,Сабаудія,,
node/31888621,village,Sahryń,Сахринь,,
node/2934114087,village,Sahryń-Kolonia,Сахринь-Колонія,,
node/1859515691,village,Sajczyce,Сайчице,,
node/31888575,village,Sarniak,Сарняк,,
node/1859515694,village,Sawin,Савін,,
node/692614211,village,Serednica,Середніца,,
node/1859515697,village,Serniawy,Серняви,,
node/2688315526,village,Serniawy-Kolonia,Серняви-Колонія,,
node/1427381642,village,Siedliska,Седліска,,
node/1604264691,village,Siedliska,Седліска,,
node/31866528,village,Siedliszcze,Седліще,,
node/371977672,village,Siedliszczki,Седліщкі,,
node/1256165429,village,Siekierzyńce,Секежиньце,,
node/1859447114,village,Sielec,Селець,,
node/692614753,village,Sielnica,Сельніца,,
node/31888531,village,Siemierz,Семеж,,
node/31888530,village,Siemnice,Семніце,,
node/692614818,village,Sierakośce,Серакосьце,,
node/692614439,village,Skolin,Сколін,,
node/510981440,village,Skołoszów,Сколошув,,
node/692614840,village,Skopów,Скопув,,
node/31866416,village,Skordiów,Скордюв,,
node/692614328,village,Skorodne,Скородне,,
node/371977547,village,Skryhiczyn,Скригічин,,
node/1782976782,village,Ślipcze,Сліпче,,
node/692614024,village,Śliwnica,Слівніца,,
node/692614758,village,Śliwnica,Слівніца,,
node/692614756,village,Słonne,Слонне,,
node/31888412,village,Smoligów,Смокіґув,,
node/692614092,village,Smolnik,Смольнік,,
node/31888393,village,Sobiecin,Собечін,,
node/31888389,village,Soból,Собуль,,
node/692626445,village,Sobowice,Собовіце,,
node/692614821,village,Sólca,Сульца,,
node/1859320679,village,Sośnica,Сосьніца,,
node/2300984892,village,Sośnica-Brzeg,Сосьніца-Бжеґ,,
node/1859389775,village,Sowiniec,Совінець,,
node/1859447118,village,Srebrzyszcze,Сребжище,,
node/31865891,village,Średni Łan,Средні Лан,,
node/692615030,village,Średnia,Средня,,
node/2094713618,village,Stadarnia,Стадарня,,
node/31949358,village,Stanisławczyk,Станіславчик,,
node/841155430,village,Stanisławów,Станіславув,,
node/841153313,village,Stanisławówka,Станіславувка,,
node/2078536109,village,Stańków,Станькув,,
node/31949337,village,Stańkowa,Станькова,,
node/692614029,village,Stara Bircza,Стара Бірча,,
node/2932810378,village,Stara Wieś,Стара Весь,,
node/31877565,village,Stare Chojno,Старе Хойно,,
node/1859447120,village,Stare Depułtycze,Старе Депултиче,,
node/31889445,village,Stare Oleszyce,Старе Олешице,,
node/31888258,village,Stare Sioło,Старе Сьоло,,
node/31865811,village,Starosiele,Староселе,,
node/31895225,village,Stary Dzików,Стари Дзікув,,
node/31891130,village,Stary Lubliniec,Стари Лублінець,,
node/31873277,village,Stary Majdan,Стари Майдан,,
node/5894511523,village,Stary Majdan,Стари Майдан,,
node/1859320688,village,Starzawa,Стажава,,
node/2085720564,village,Stasin Dolny,Стасін Дольни,,
node/31892978,village,Staszic,Сташіс,,
node/2087543612,village,Staszyce,Сташице,,
node/1839211001,village,Staw,Став,,
node/692614040,village,Stebnik,Стебнік,,
node/31888237,village,Stefankowice,Стефанковіце,,
node/692626459,village,Stefankowice-Kolonia,Стефанковіце-Колонія,,
node/2089878572,village,Stefanów,Стефанув,,
node/31888227,village,Steniatyn,Стенятин,,
node/2934153824,village,Steniatyn-Kolonia,Стенятин-Колонія,,
node/1828717384,village,Stołpie,Столпє,,
node/1859447121,village,Strachosław,Страхослав,,
node/2077788469,village,Strupin Duży,Струпін Дужи,,
node/2077908429,village,Strupin Łanowy,Струпін Ланови,,
node/1859447122,village,Strupin Mały,Струпін Мали,,
node/31948610,village,Strwiążek,Стрвьонжек,,
node/2092818422,village,Strzelce,Стшельце,,
node/2092818425,village,Strzelce-Kolonia,Стшельце-Колонія,,
node/3002231940,village,Strzyżów,Стжижув,,
node/31888163,village,Strzyżowiec,Стжижовець,,
node/31948532,village,Stubienko,Стубєнко,,
node/31948515,village,Stubno,Стубно,,
node/31948498,village,Stuposiany,Ступосяни,,
node/2297332064,village,Sucha Wola,Суха Вола,,
node/31948375,village,Sufczyna,Сувчина,,
node/1256165437,village,Sulimów,Сулімув,,
node/2161618785,village,Sumin,Сумін,,
node/31888129,village,Surmaczówka,Сурмачувка,,
node/31888128,village,Surochów,Сурохув,,
node/371977769,village,Susiec,Сусець,,
node/31888121,village,Suszów,Сушув,,
node/31947997,village,Świebodna,Свєбодна,,
node/368746378,village,Święcica,Свєнчіца,,
node/31888104,village,Świerszczów,Свєрщув,,
node/1859516002,village,Świerże,Свєже,,
node/2089878727,village,Świerże-Kolonia,Свєже-Колонія,,
node/1859320697,village,Święte,Свєнте,,
node/31865249,village,Syczów,Сичув,,
node/1859515783,village,Syczyn,Сичин,,
node/1837516732,village,Szalenik,Шаленік,,
node/2082229551,village,Szalenik-Kolonia,Шаленік-Колонія,,
node/1859357265,village,Szarowola,Шаровола,,
node/31888000,village,Szczepiatyn,Щепятин,,
node/31887988,village,Szczutków,Щуткув,,
node/2668016918,village,Szczytna,Щитна,,
node/31887979,village,Szlatyn,Шлатин,,
node/1617238701,village,Szopiska,Шопіска,,
node/31887972,village,Szówsko,Шувско,,
node/31887969,village,Szpikołosy,Шпіколоси,,
node/1859389783,village,Szychowice,Шиховіце,,
node/31893240,village,Szychowice Nowe,Шиховіце Нове,,
node/31946829,village,Tapin,Тапін,,
node/692614359,village,Tarnawa Niżna,Тарнава Ніжна,,
node/371977587,village,Tarnawatka,Тарнаватка,,
node/371949476,village,Tarnawatka-Tartak,Тарнаватка-Тартак,,
node/31946684,village,Tarnawce,Тарнавце,,
node/31946630,village,Tarnawka,Тарнавка,,
node/1859389787,village,Tarnoszyn,Тарношин,,
node/1859515804,village,Tarnów,Тарнув,,
node/1859389790,village,Telatyn,Телатин,,
node/31946448,village,Teleśnica Oszwarowa,Теле́сніца Ошварова,,
node/31946424,village,Teleśnica Sanna,Теле́сніца Санна,,
node/31887906,village,Teniatyska,Тенятиска,,
node/371978112,village,Teosin,Теосін,,
node/371978051,village,Teptiuków,Тептюкув,,
node/1859414438,village,Teratyn,Тератин,,
node/3000444311,village,Teratyn-Kolonia,Тератин-Колонія,,
node/2617935485,village,Terebiń,Тепебінь,,
node/31887900,village,Terebiniec,Теребінець,,
node/371977786,village,Teremiec,Теремєц,,
node/31865068,village,Terenin,Теренін,,
node/31889095,village,Teresin,Тересін,,
node/841154698,village,Teresin,Тересін,,
node/2688315580,village,Tomaszówka,Томашувка,,
node/31946198,village,Torki,Торкі,,
node/1859515807,village,Toruń,Торунь,,
node/31946106,village,Trójczyce,Труйчице,,
node/2094713620,village,Trościanka,Тросьцянка,,
node/31945878,village,Trzcianiec,Тшчянець,,
node/31887855,village,Trzeszczany Drugie,Тшещани Другі,,
node/704938377,village,Trzeszczany Pierwsze,Тшещани Перші,,
node/31864927,village,Tuchanie,Туханє,,
node/31887848,village,Tuchla,Тухла,,
node/31887847,village,Tuczapy,Тучапи,,
node/31945620,village,Tuczempy,Тучемпи,,
node/31945603,village,Tuligłowy,Туліґлови,,
node/1859447130,village,Turka,Турка,,
node/2735332635,village,Turkołówka,Турколувка,,
node/1859389793,village,Turkowice,Турковіце,,
node/31887792,village,Turowiec,Туровець,,
node/31887777,village,Tymce,Тимце,,
node/31887772,village,Tymin,Тимін,,
node/31945305,village,Tyniowice,Тиньовіце,,
node/1859389796,village,Typin,Типін,,
node/1832067200,village,Tytusin,Титусін,,
node/31887752,village,Tywonia,Тивоня,,
node/31887739,village,Ubrodowice,Убродовіце,,
node/371977700,village,Uchanie,Ухане,,
node/841154578,village,Uchanie-Kolonia,Ухане-Колонія,,
node/31864853,village,Uchańka,Уханька,,
node/2079069968,village,Uher,Ухер,,
node/31944981,village,Ujkowice,Уйковіце,,
node/31887655,village,Ułazów,Улазув,,
node/31887646,village,Ulhówek,Ульховек,,
node/1859389799,village,Ulów,Улув,,
node/1859389802,village,Uśmierz,Усьмеж,,
node/692614046,village,Ustjanowa Dolna,Устянова Дольна,,
node/692614050,village,Ustjanowa Górna,Устянока Ґурна,,
node/31944639,village,Ustrzyki Górne,Устшикі Ґурне,,
node/31944416,village,Wacławice,Вацлавіце,,
node/31887532,village,Wakijów,Вакіюв,,
node/31944397,village,Walawa,Валава,,
node/31944367,village,Wapowce,Вапівці,,
node/31887493,village,Wasylów,Василув,,
node/31887496,village,Wasylów,Василув,,
node/705020907,village,Wasylów Wielki,Василув Велький,,
node/31944235,village,Węgierka,Венґерка,,
node/1859389804,village,Werbkowice,Вербковіце,,
node/31887463,village,Werchrata,Верхрата,,
node/31887470,village,Werechanie,Вереханє,,
node/2935874279,village,Werechanie-Kolonia,Вереханє-Колонія,,
node/31864674,village,Werejce,Верейце,,
node/692626418,village,Weremowice,Веремовіце,,
node/371951630,village,Wereszcze Duże,Вереще Дуже,,
node/31864669,village,Wereszcze Małe,Вереще Мале,,
node/1859389807,village,Wereszyn,Верешин,,
node/31887450,village,Wiązownica,Вйонжовниця,,
node/692614514,village,Widna Góra,Відна Ґура,,
node/523349288,village,Więckowice,Вєнцковіце,,
node/31887428,village,Wielkie Oczy,Вельке Очи,,
node/1859389812,village,Wieprzów Ordynacki,Вєпшув Ординацький,,
node/1859389813,village,Wieprzów Tarnawacki,Вєпшув Тарнавацький,,
node/31887421,village,Wieprzowe Jezioro,Вєпшове Єзьоро,,
node/371978688,village,Wierszczyca,Вєрщица,,
node/368746431,village,Wierzbica,Вежбиця,,
node/371977572,village,Wierzbica,Вежбиця,,
node/2176838716,village,Wierzbica,Вежбиця,,
node/760723726,village,Wierzbica-Osiedle,Вежбиця-Оседле,,
node/31887357,village,Wierzbna,Вежбна,,
node/31887306,village,Wietlin,Ветлін,,
node/692614574,village,Wietlin Pierwszy,Ветлін Первший,,
node/692614446,village,Wietlin Trzeci,Ветлін Третій,,
node/31885542,village,Wilków,Вілкув,,
node/692614763,village,Winne-Podbukowina,Вінне-Подбуковіна,,
node/31887095,village,Wiszniów,Вішнюв,,
node/1859389815,village,Witków,Віткув,,
node/1859414449,village,Witoldów,Вітольдув,,
node/31943395,village,Witoszyńce,Вітошиньце,,
node/368746520,village,Władysławów,Владиславув,,
node/31864180,village,Wojciechów,Войцехув,,
node/31886926,village,Wojciechówka,Войцехувка,,
node/31864142,village,Wojniaki,Войнякі,,
node/1859414450,village,Wojsławice,Войславіце,,
node/2094713621,village,Wojsławice-Kolonia,Войслвіце-Колонія,,
node/645138484,village,Wojtkowa,Войткова,,
node/31943203,village,Wojtkówka,Войткувка,,
node/31886755,village,Wola Buchowska,Воля Буховська,,
node/2934153826,village,Wola Gródecka,Воля Ґрудецька,,
node/1859515871,village,Wola Korybutowa Druga,Воля Корибутова Друга,,
node/1859515875,village,Wola Korybutowa Pierwsza,Воля Корибутова Перша,,
node/31874836,village,Wola Korybutowa-Kolonia,Воля Корибутова-Колонія,,
node/31942930,village,Wola Korzeniecka,Воля Коженецька,,
node/31942903,village,Wola Krzywiecka,Воля Кживецька,,
node/31942807,village,Wola Maćkowa,Воля Мацькова,,
node/31942591,village,Wola Romanowa,Воля Романова,,
node/31942578,village,Wola Roźwienicka,Воля Рузьвеницька,,
node/1859414452,village,Wola Uchańska,Воля Уханьська,,
node/31942485,village,Wola Węgierska,Воля Венґерська,,
node/31886451,village,Wola Wielka,Воля Велика,,
node/31886697,village,Wołajowice,Волайовіце,,
node/371951716,village,Wolawce,Волавце,,
node/2735332638,village,Wolica,Воліца,,
node/368746627,village,Wólka Czułczycka,Вулка Чулчицька,,
node/31886140,village,Wólka Horyniecka,Вулка Горинецька,,
node/1859515927,village,Wólka Kańska,Вулка Канська,,
node/2688315591,village,Wólka Kańska-Kolonia,Вулка Канська-Колонія,,
node/664032637,village,Wólka Krowicka,Вулка Кровіцька,,
node/31863605,village,Wólka Leszczańska,Вулка Лещаньська,,
node/371977826,village,Wólka Łosiniecka,Вулка Лосінецька,,
node/368746382,village,Wólka Okopska,Вулка Окопська,,
node/31885651,village,Wólka Pełkińska,Вулка Пелкіньська,,
node/360233136,village,Wólka Petryłowska,Вулка Петриловська,,
node/705561833,village,Wólka Poturzyńska,Вулка Потужиньська,,
node/1859389818,village,Wólka Pukarzowska,Вулка Пукажовська,,
node/31885617,village,Wólka Putnowicka,Вулка Путновіцька,,
node/692626420,village,Wólka Rejowiecka,Вулка Рейовецька,,
node/368746453,village,Wólka Tarnowska,Вулка Тарновська,,
node/31885555,village,Wólka Zapałowska,Вулка Запаловська,,
node/31885546,village,Wólka Żmijowska,Вулка Жмійовська,,
node/1859447140,village,Wołkowiany,Вулковяни,,
node/31942369,village,Wołosate,Волосате,,
node/31885528,village,Wożuczyn,Вожучин,,
node/31885519,village,Wronowice,Вроновіце,,
node/692614768,village,Wybrzeże,Вибжеже,,
node/31885445,village,Wygnańce,Виґнаньце,,
node/2087677794,village,Wygoda,Вигода,,
node/31941768,village,Wysocko,Висоцько,,
node/841154927,village,Wysokie,Високе,,
node/31941660,village,Wyszatyce,Вишатице,,
node/2934153828,village,Wyżłów,Вижлув,,
node/1859389868,village,Żabcze,Жабче,,
node/2085994539,village,Zabitek,Забітек,,
node/31941380,village,Zabłotce,Заблотце,,
node/31885153,village,Zaborce,Заборце,,
node/371788211,village,Zaboreczno,Заборечно,,
node/793837253,village,Zabudnowo,Забудново,,
node/31941322,village,Zadąbrowie,Задомбров'є,,
node/31885067,village,Zadębce,Задембце,,
node/2688315604,village,Zadębce-Kolonia,Задембце-Колонія,,
node/2995322649,village,Zadnoga,Задноґа,,
node/692614062,village,Zadwórze,Задвуже,,
node/31884987,village,Zagórnik,Заґурнік,,
node/371978076,village,Zagroda,Заґрода,,
node/1871028331,village,Zagrody,Заґроди,,
node/31862447,village,Zalasocze,Заласоче,,
node/692614773,village,Załazek,Залазек,,
node/692614127,village,Zalesie,Залес'є,,
node/692614452,village,Zalesie,Залес'є,,
node/1859515946,village,Zalesie Kańskie,Залес'є Каньське,,
node/31862479,village,Zalesie Krasieńskie,Залес'є Красеньське,,
node/31942432,village,Zaleska Wola,Залеска Воля,,
node/368746963,village,Żalin,Жалін,,
node/1859320693,village,Załuże,Залуже,,
node/1859389824,village,Zamiany,Замяни,,
node/31940843,village,Zamiechów,Замєхув,,
node/368746775,village,Zamieście,Замесьце,,
node/1859389827,village,Zamłynie,Замлинє,,
node/31940799,village,Zamojsce,Замойсце,,
node/31862348,village,Zanowinie,Зановінє,,
node/31884592,village,Zapałów,Запалув,,
node/1859389830,village,Zaręka,Заренка,,
node/368746977,village,Zarudnia,Зарудня,,
node/368746270,village,Zarzecze,Зажече,,
node/31940551,village,Zatwarnica,Затварніса,,
node/1837516735,village,Zatyle,Затуле,,
node/692614161,village,Zawadka,Завадка,,
node/1859389848,village,Zawadki,Завадкі,,
node/1859515958,village,Zawadówka,Завадувка,,
node/2176838723,village,Zawadówka,Завадувка,,
node/371948606,village,Zawady,Завади,,
node/1938490844,village,Żerniki,Жернікі,,
node/692614532,village,Zgoda,Зґода,,
node/31884417,village,Zimno,Зімно,,
node/705023892,village,Zimno-Kolonia,Зімно-Колонія,,
node/692614065,village,Żłobek,Жлобек,,
node/31884411,village,Żmijowiska,Жмійовіска,,
node/31861782,village,Żmudź,Жмудзь,,
node/31884408,village,Żniatyn,Жнятин,,
node/31939348,village,Żohatyn,Жохатин,,
node/1859447169,village,Żółtańce,Жултаньце,,
node/259981441,village,Zosin,Зосін,,
node/692614395,village,Żuków,Жукув,,
node/1859389871,village,Żulice,Жуліце,,
node/371978584,village,Żurawce,Журавце,,
node/31939109,village,Żurawica,Журавіца,Журавица,
node/31884355,village,Zwiartów,Жвяртув,,
node/31884354,village,Zwiartówek,Жвяртувек,,
node/2935947956,village,Zwiartówek-Kolonia,Жвяртувек-Колонія,,
node/2995322650,village,Zwiartów-Kolonia,Жвяртув-Колонія,,
node/1837516745,village,Żyłka,Жилка,,
node/2118960776,village,Zyngierówka,Зинґерувка,,